"Image Name","PID","Session Name","Session#","Mem Usage","Status","User Name","CPU Time","Window Title"
"python.exe","9840","Console","1","10,140 K","Running","DESKTOP-V5BN4SC\L","0:00:00","C:\Users\L\AppData\Local\Python\pythoncore-3.14-64\python.exe"
"conhost.exe","10124","Console","1","3,596 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"claude.exe","13592","Console","1","391,932 K","Unknown","DESKTOP-V5BN4SC\L","0:00:51","N/A"
"conhost.exe","13620","Console","1","2,608 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","11548","Console","1","2,436 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","2712","Console","1","3,120 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","12764","Console","1","2,372 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","12000","Console","1","3,276 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","2296","Console","1","2,628 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","7064","Console","1","2,336 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","10776","Console","1","9,692 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","11840","Console","1","12,700 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","4448","Console","1","9,580 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","13612","Console","1","2,592 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","10036","Console","1","10,100 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","13492","Console","1","2,448 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","9444","Console","1","2,432 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","11836","Console","1","15,128 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","12928","Console","1","10,764 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","11288","Console","1","2,400 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","12984","Console","1","2,796 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","12740","Console","1","9,888 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14320","Console","1","2,360 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","13096","Console","1","2,376 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","9200","Console","1","9,780 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14140","Console","1","2,556 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","11424","Console","1","2,324 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","13456","Console","1","10,636 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","12076","Console","1","2,440 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","12428","Console","1","9,812 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","2848","Console","1","2,460 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","10616","Console","1","9,656 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","13684","Console","1","2,348 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","14208","Console","1","2,304 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","13660","Console","1","10,076 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","7896","Console","1","2,456 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","13084","Console","1","9,244 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","13976","Console","1","2,420 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","13008","Console","1","11,084 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"svchost.exe","2372","Services","0","6,972 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"AppActions.exe","4836","Console","1","16,604 K","Running","DESKTOP-V5BN4SC\L","0:00:00","OleMainThreadWndName"
"svchost.exe","13500","Services","0","15,320 K","Unknown","NT AUTHORITY\NETWORK SERVICE","0:00:01","N/A"
"svchost.exe","15152","Services","0","2,472 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"svchost.exe","8840","Services","0","7,660 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"svchost.exe","13680","Services","0","3,740 K","Unknown","NT AUTHORITY\LOCAL SERVICE","0:00:00","N/A"
"Photos.exe","12236","Console","1","20,248 K","Running","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"svchost.exe","14988","Services","0","6,536 K","Unknown","NT AUTHORITY\SYSTEM","0:00:00","N/A"
"svchost.exe","14724","Services","0","5,368 K","Unknown","NT AUTHORITY\LOCAL SERVICE","0:00:00","N/A"
"claude.exe","15700","Console","1","187,156 K","Unknown","DESKTOP-V5BN4SC\L","0:00:14","N/A"
"conhost.exe","14448","Console","1","2,760 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16452","Console","1","2,536 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","14996","Console","1","1,688 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17400","Console","1","2,600 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","16144","Console","1","1,688 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16264","Console","1","2,552 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","13104","Console","1","2,088 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","2036","Console","1","10,088 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15388","Console","1","9,740 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","10472","Console","1","9,912 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","11544","Console","1","2,472 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14820","Console","1","9,572 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17208","Console","1","2,504 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","5156","Console","1","18,056 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14560","Console","1","2,568 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","12828","Console","1","1,684 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14828","Console","1","9,788 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","15576","Console","1","2,524 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","1904","Console","1","1,696 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14372","Console","1","9,776 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","15236","Console","1","2,472 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","13048","Console","1","9,404 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","4300","Console","1","2,484 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","17380","Console","1","10,084 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","10144","Console","1","2,528 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","12640","Console","1","1,688 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","16772","Console","1","10,712 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16784","Console","1","2,500 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15208","Console","1","9,268 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","4088","Console","1","2,552 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","8684","Console","1","1,696 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","7736","Console","1","10,292 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","12060","Console","1","2,708 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","5940","Console","1","9,400 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14648","Console","1","2,488 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","6276","Console","1","9,628 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"claude.exe","14612","Console","1","134,448 K","Unknown","DESKTOP-V5BN4SC\L","0:00:09","N/A"
"conhost.exe","10024","Console","1","2,736 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","9648","Console","1","2,772 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","11680","Console","1","1,752 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","5220","Console","1","3,160 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","7936","Console","1","1,688 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","12680","Console","1","2,464 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","14376","Console","1","1,836 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","2020","Console","1","9,664 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","4352","Console","1","10,372 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","15172","Console","1","9,760 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","18224","Console","1","2,540 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","12644","Console","1","2,552 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","16868","Console","1","18,468 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","10060","Console","1","9,652 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14048","Console","1","2,564 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14276","Console","1","9,452 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","12080","Console","1","2,488 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","12996","Console","1","1,684 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16712","Console","1","2,448 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","15124","Console","1","1,688 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","13416","Console","1","9,804 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","5620","Console","1","9,724 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","10856","Console","1","3,088 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","7288","Console","1","1,744 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","16208","Console","1","10,816 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","14296","Console","1","2,528 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","13896","Console","1","10,332 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16636","Console","1","2,564 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14524","Console","1","9,076 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","17928","Console","1","2,560 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","16336","Console","1","9,140 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","16940","Console","1","2,728 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"conhost.exe","16072","Console","1","1,704 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","16168","Console","1","9,724 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"cmd.exe","10208","Console","1","2,620 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"node.exe","14576","Console","1","9,636 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"OneDrive.Sync.Service.exe","19560","Console","1","10,016 K","Running","DESKTOP-V5BN4SC\L","0:00:00","Microsoft OneDrive Sync Service"
"python.exe","12200","Console","1","5,172 K","Not Responding","DESKTOP-V5BN4SC\L","0:00:00","OleMainThreadWndName"
"conhost.exe","11648","Console","1","1,788 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"claude.exe","3484","Console","1","94,336 K","Unknown","DESKTOP-V5BN4SC\L","0:00:01","N/A"
"python.exe","9664","Console","1","9,236 K","Unknown","DESKTOP-V5BN4SC\L","0:00:00","N/A"
"EpicGamesLauncher.exe","9556","Console","1","237,276 K","Running","DESKTOP-V5BN4SC\L","0:09:52","SystemTray"
